area_marla,bedroom,bath,type_enc,purpose_enc,city_enc,price_lakh
5.0,4.0,5.0,2,1,3,225.0
5.0,4.0,4.0,2,1,3,225.0
10.0,5.0,5.0,2,1,3,370.0
5.0,4.0,5.0,2,1,3,185.0
20.0,6.0,7.0,2,1,3,900.0
10.0,5.0,6.0,2,1,3,395.0
6.0,4.0,4.0,2,1,3,175.0
10.0,5.0,6.0,2,1,3,480.0
20.0,6.0,6.0,2,1,3,700.0
5.0,4.0,4.0,2,1,3,150.0
10.0,5.0,6.0,2,1,3,350.0
5.0,3.0,5.0,2,1,3,210.0
5.0,4.0,5.0,2,1,3,185.0
5.0,4.0,4.0,2,1,3,225.0
5.5,3.0,5.0,2,1,3,190.0
5.0,3.0,4.0,2,1,3,165.0
5.0,4.0,4.0,2,1,3,180.0
10.0,6.0,6.0,2,1,3,390.0
10.0,5.0,6.0,2,1,3,325.0
10.0,5.0,6.0,2,1,3,450.0
6.0,3.0,3.0,2,1,3,170.0
10.0,5.0,6.0,2,1,3,350.0
5.0,4.0,5.0,2,1,3,190.0
5.0,3.0,4.0,2,1,3,170.0
5.0,4.0,4.0,2,1,3,260.0
8.6,6.0,6.0,2,1,3,1000.0
5.0,4.0,3.0,2,1,3,195.0
5.0,4.0,5.0,2,1,3,204.99999999999997
10.0,6.0,7.0,2,1,3,475.0
10.0,5.0,6.0,2,1,3,275.0
5.0,4.0,5.0,2,1,3,170.0
10.0,5.0,5.0,2,1,3,375.0
10.0,6.0,6.0,2,1,3,385.0
5.0,4.0,4.0,2,1,3,175.0
5.5,4.0,4.0,2,1,3,170.0
10.0,6.0,6.0,2,1,3,390.0
5.0,4.0,4.0,2,1,3,185.0
5.0,4.0,4.0,2,1,3,215.0
8.0,5.0,5.0,2,1,3,350.0
5.0,4.0,5.0,2,1,3,180.0
10.0,6.0,6.0,2,1,3,415.00000000000006
10.0,6.0,7.0,2,1,3,390.0
3.0,3.0,3.0,2,1,3,80.0
5.0,4.0,4.0,2,1,3,180.0
5.0,4.0,4.0,2,1,3,187.0
10.0,5.0,6.0,2,1,3,400.0
5.0,4.0,5.0,2,1,3,215.0
7.2,5.0,6.0,2,1,3,315.0
5.0,4.0,5.0,2,1,3,260.0
10.0,5.0,6.0,2,1,3,425.0
10.0,6.0,6.0,2,1,3,390.0
10.0,5.0,6.0,2,1,3,325.0
5.0,4.0,4.0,2,1,3,175.0
5.0,4.0,4.0,2,1,3,180.0
5.0,4.0,5.0,2,1,3,210.0
5.0,4.0,4.0,2,1,3,185.0
10.0,5.0,6.0,2,1,3,400.0
10.0,5.0,6.0,2,1,3,415.00000000000006
22.0,6.0,6.0,2,1,3,850.0
10.0,6.0,6.0,2,1,3,375.0
5.0,4.0,5.0,2,1,3,145.0
10.0,6.0,6.0,2,1,3,420.0
2.5,3.0,1.0,2,1,3,55.0
5.0,4.0,4.0,2,1,3,180.0
5.0,4.0,4.0,2,1,3,175.0
10.0,5.0,6.0,2,1,3,480.0
10.0,5.0,6.0,2,1,3,315.0
5.0,4.0,4.0,2,1,3,220.00000000000003
10.0,5.0,6.0,2,1,3,425.0
5.0,4.0,4.0,2,1,3,135.0
5.0,4.0,5.0,2,1,3,195.0
10.0,6.0,6.0,2,1,3,350.0
10.0,6.0,7.0,2,1,3,390.0
5.0,4.0,5.0,2,1,3,210.0
5.0,4.0,4.0,2,1,3,185.0
10.0,5.0,6.0,2,1,3,350.0
5.0,5.0,5.0,2,1,3,114.99999999999999
5.0,4.0,4.0,2,1,3,160.0
5.0,4.0,3.0,2,1,3,105.0
10.0,5.0,6.0,2,1,3,400.0
20.0,6.0,6.0,2,1,3,700.0
10.0,5.0,5.0,2,1,3,450.0
10.0,5.0,6.0,2,1,3,335.0
5.0,4.0,4.0,2,1,3,185.0
20.0,6.0,6.0,2,1,3,625.0
10.0,6.0,6.0,2,1,3,440.00000000000006
10.0,6.0,6.0,2,1,3,450.0
5.0,4.0,4.0,2,1,3,150.0
5.0,4.0,4.0,2,1,3,170.0
5.0,4.0,5.0,2,1,3,220.00000000000003
5.0,4.0,4.0,2,1,3,215.0
7.0,5.0,5.0,2,1,3,240.0
5.0,5.0,5.0,2,1,3,254.99999999999997
5.0,6.0,6.0,2,1,3,215.0
10.0,5.0,5.0,2,1,3,225.0
10.0,5.0,6.0,2,1,3,385.0
13.0,6.0,6.0,2,1,3,515.0
5.0,4.0,4.0,2,1,3,160.0
5.0,4.0,4.0,2,1,3,190.0
20.0,5.0,6.0,2,1,3,600.0
5.0,4.0,5.0,2,1,3,210.0
5.0,4.0,4.0,2,1,3,215.0
10.0,5.0,6.0,2,1,3,484.99999999999994
10.0,5.0,6.0,2,1,3,350.0
5.0,4.0,4.0,2,1,3,182.0
5.0,4.0,4.0,2,1,3,210.0
5.0,4.0,4.0,2,1,3,150.0
10.0,6.0,6.0,2,1,3,310.0
10.0,5.0,5.0,2,1,3,434.99999999999994
5.0,4.0,4.0,2,1,3,185.0
5.0,4.0,5.0,2,1,3,100.0
3.0,1.0,1.0,2,1,3,46.5
5.0,4.0,5.0,2,1,3,185.0
10.0,5.0,6.0,2,1,3,395.0
10.0,6.0,6.0,2,1,3,375.0
5.0,4.0,4.0,2,1,3,170.0
10.0,6.0,6.0,2,1,3,395.0
5.0,4.0,4.0,2,1,3,215.0
10.0,5.0,6.0,2,1,3,395.0
10.0,5.0,6.0,2,1,3,350.0
10.0,5.0,6.0,2,1,3,475.0
5.0,4.0,4.0,2,1,3,180.0
11.0,6.0,6.0,2,1,3,345.0
4.0,4.0,4.0,2,1,3,105.0
5.0,4.0,4.0,2,1,3,165.0
10.0,6.0,6.0,2,1,3,280.0
10.0,5.0,6.0,2,1,3,480.0
20.0,6.0,6.0,2,1,3,900.0
10.0,5.0,6.0,2,1,3,390.0
2.2,2.0,2.0,2,1,3,37.0
5.0,3.0,4.0,2,1,3,175.0
10.0,5.0,6.0,2,1,3,380.0
10.0,6.0,6.0,2,1,3,390.0
20.0,6.0,6.0,2,1,3,890.0
5.0,4.0,4.0,2,1,3,175.0
5.0,4.0,4.0,2,1,3,180.0
10.0,5.0,6.0,2,1,3,395.0
5.0,4.0,5.0,2,1,3,170.0
6.0,3.0,3.0,2,1,3,175.0
5.0,4.0,4.0,2,1,3,200.0
5.0,4.0,4.0,2,1,3,98.0
6.0,4.0,4.0,2,1,3,175.0
6.0,3.0,3.0,2,1,3,175.0
5.0,4.0,5.0,2,1,3,160.0
6.0,3.0,3.0,2,1,3,175.0
10.0,5.0,6.0,2,1,3,395.0
10.0,5.0,6.0,2,1,3,375.0
10.0,5.0,6.0,2,1,3,500.0
10.0,5.0,6.0,2,1,3,400.0
5.0,3.0,5.0,2,1,3,190.0
5.0,4.0,4.0,2,1,3,130.0
5.0,4.0,4.0,2,1,3,215.0
20.0,5.0,6.0,2,1,3,700.0
5.0,4.0,5.0,2,1,3,175.0
5.0,4.0,5.0,2,1,3,170.0
5.0,4.0,5.0,2,1,3,165.0
5.0,4.0,5.0,2,1,3,160.0
5.0,4.0,4.0,2,1,3,215.0
10.0,5.0,6.0,2,1,3,450.0
10.0,5.0,6.0,2,1,3,270.0
10.0,3.0,3.0,2,1,3,310.0
10.0,5.0,6.0,2,1,3,450.0
5.0,4.0,4.0,2,1,3,200.0
10.0,5.0,6.0,2,1,3,400.0
5.0,3.0,3.0,2,1,3,145.0
10.0,5.0,6.0,2,1,3,390.0
10.0,5.0,6.0,2,1,3,390.0
20.0,5.0,6.0,1,1,3,700.0
20.0,5.0,6.0,2,1,3,750.0
5.0,6.0,6.0,2,1,3,130.0
10.0,4.0,5.0,2,1,3,425.0
10.0,5.0,5.0,2,1,3,235.0
4.0,4.0,3.0,2,1,3,75.0
2.0,3.0,3.0,2,1,3,55.0
10.0,6.0,6.0,2,1,3,475.0
5.0,4.0,4.0,2,1,3,225.0
5.0,3.0,4.0,2,1,3,200.0
7.0,4.0,4.0,2,1,3,265.0
5.0,4.0,5.0,2,1,3,165.0
5.0,4.0,5.0,2,1,3,165.0
10.0,6.0,7.0,2,1,3,350.0
5.0,5.0,4.0,2,1,3,275.0
10.0,5.0,6.0,2,1,3,285.0
5.0,4.0,3.0,2,1,3,225.0
5.0,4.0,4.0,2,1,3,190.0
20.0,7.0,6.0,2,1,3,850.0
10.0,5.0,6.0,2,1,3,390.0
10.0,6.0,6.0,2,1,3,390.0
5.0,4.0,4.0,2,1,3,180.0
10.0,5.0,6.0,2,1,3,225.0
5.0,3.0,3.0,2,1,3,125.0
5.0,4.0,4.0,2,1,3,200.0
2.0,3.0,3.0,2,1,3,65.0
10.0,6.0,6.0,2,1,3,350.0
5.0,4.0,4.0,2,1,3,190.0
12.0,6.0,6.0,2,1,3,300.0
10.0,6.0,6.0,2,1,3,375.0
10.0,6.0,6.0,2,1,3,350.0
5.0,4.0,5.0,2,1,3,220.00000000000003
10.0,5.0,6.0,2,1,3,480.0
5.0,3.0,3.0,2,1,3,146.0
6.0,3.0,3.0,2,1,3,175.0
5.0,4.0,5.0,2,1,3,150.0
5.0,3.0,3.0,2,1,3,125.0
5.0,4.0,4.0,2,1,3,190.0
10.0,5.0,6.0,2,1,3,395.0
5.0,3.0,3.0,2,1,3,150.0
10.0,5.0,6.0,2,1,3,390.0
5.0,3.0,3.0,2,1,3,150.0
20.0,10.0,5.0,2,1,3,780.0
5.0,3.0,3.0,2,1,3,125.0
10.0,6.0,4.0,2,1,3,270.0
5.0,4.0,4.0,2,1,3,185.0
10.0,6.0,6.0,2,1,3,350.0
5.0,4.0,4.0,2,1,3,165.0
10.0,5.0,6.0,2,1,3,375.0
10.0,6.0,6.0,2,1,3,325.0
5.0,4.0,4.0,2,1,3,170.0
20.0,4.0,5.0,2,1,4,165.0
4.8,3.0,2.0,2,1,4,50.0
40.0,5.0,5.0,2,1,4,400.0
15.142589422328005,4.0,4.0,1,1,5,95.0
7.07708487362066,2.0,2.0,1,1,5,40.0
6.088665198533976,6.0,6.0,2,1,5,160.0
7.907357400693475,6.0,6.0,2,1,5,390.0
4.744414440416085,5.0,5.0,2,1,5,210.0
5.258392671461161,5.0,6.0,2,1,5,265.0
5.9305180505201065,6.0,6.0,2,1,5,350.0
5.9305180505201065,5.0,6.0,2,1,5,300.0
7.907357400693475,7.0,6.0,2,1,5,290.0
5.258392671461161,2.0,2.0,1,1,5,45.0
7.907357400693475,6.0,6.0,2,1,5,395.0
7.907357400693475,6.0,6.0,2,1,5,280.0
7.907357400693475,5.0,6.0,2,1,5,229.99999999999997
2.8466486642496514,2.0,2.0,1,1,5,35.0
3.9536787003467375,4.0,5.0,2,1,5,140.0
3.16294296027739,3.0,2.0,1,1,5,38.25
5.9305180505201065,6.0,6.0,2,1,5,300.0
4.744414440416085,6.0,5.0,2,1,5,170.0
6.602643429579052,4.0,3.0,1,1,5,75.0
5.9305180505201065,4.0,5.0,2,1,5,275.0
3.9536787003467375,2.0,2.0,1,1,5,73.0
15.81471480138695,9.0,6.0,2,1,5,500.0
4.744414440416085,4.0,4.0,2,1,5,110.00000000000001
6.246812346547846,4.0,4.0,1,1,5,68.5
4.744414440416085,6.0,6.0,2,1,5,145.0
8.777166714769757,6.0,6.0,2,1,5,380.0
10.516785342922322,6.0,6.0,2,1,5,440.00000000000006
7.907357400693475,5.0,6.0,2,1,5,450.0
5.337466245468096,7.0,6.0,2,1,5,260.0
13.442507581178909,8.0,6.0,2,1,5,650.0
7.907357400693475,5.0,6.0,2,1,5,310.0
2.3722072202080424,3.0,2.0,2,1,5,70.0
5.811907689509704,2.0,2.0,1,1,5,80.0
2.6094279422288467,2.0,2.0,1,1,5,55.0
4.863024801426487,4.0,3.0,2,1,5,135.0
6.32588592055478,8.0,6.0,2,1,5,350.0
6.32588592055478,5.0,5.0,2,1,5,148.0
5.258392671461161,6.0,6.0,2,1,5,270.0
4.744414440416085,3.0,3.0,1,1,5,68.0
7.472452743655334,4.0,4.0,1,1,5,149.0
7.907357400693475,6.0,7.0,2,1,5,275.0
8.065504548707345,4.0,4.0,1,1,5,180.0
6.365422707558248,2.0,2.0,1,1,5,40.0
4.388583357384879,2.0,2.0,1,1,5,32.0
7.907357400693475,6.0,6.0,2,1,5,400.0
4.744414440416085,5.0,5.0,2,1,5,215.0
4.744414440416085,4.0,4.0,2,1,5,125.0
4.388583357384879,2.0,2.0,1,1,5,30.0
8.421335631738552,2.0,3.0,1,1,5,55.0
5.9305180505201065,5.0,5.0,2,1,5,220.00000000000003
5.9305180505201065,6.0,6.0,2,1,5,345.0
10.279564620901517,6.0,6.0,2,1,5,400.0
6.8794009386033235,5.0,5.0,2,1,5,200.0
4.744414440416085,3.0,4.0,2,1,5,170.0
14.272780108251723,4.0,4.0,1,1,5,90.0
9.48882888083217,7.0,6.0,2,1,5,470.0
4.744414440416085,6.0,6.0,2,1,5,135.0
9.37021851982177,3.0,4.0,1,1,5,190.0
15.81471480138695,8.0,6.0,2,1,5,630.0
4.744414440416085,4.0,5.0,2,1,5,210.0
8.777166714769757,3.0,4.0,1,1,5,220.00000000000003
5.811907689509704,2.0,2.0,1,1,5,145.0
6.32588592055478,5.0,4.0,2,1,5,142.0
4.388583357384879,2.0,2.0,1,1,5,30.0
8.342262057731617,3.0,4.0,1,1,5,204.99999999999997
6.800327364596389,4.0,4.0,1,1,5,225.0
5.495613393481966,3.0,3.0,1,1,5,78.0
5.811907689509704,2.0,2.0,1,1,5,140.0
3.16294296027739,5.0,5.0,2,1,5,140.0
3.044332599266988,2.0,2.0,1,1,5,32.0
7.907357400693475,6.0,5.0,2,1,5,190.0
7.472452743655334,2.0,2.0,1,1,5,40.0
4.388583357384879,2.0,2.0,1,1,5,75.0
8.342262057731617,3.0,4.0,1,1,5,210.0
8.342262057731617,3.0,4.0,1,1,5,204.99999999999997
7.907357400693475,1.0,1.0,2,1,5,80.0
8.342262057731617,3.0,4.0,1,1,5,210.0
4.388583357384879,2.0,2.0,1,1,5,60.0
15.81471480138695,8.0,7.0,2,1,5,800.0
4.309509783377944,3.0,3.0,1,1,5,117.0
4.269972996374476,2.0,3.0,1,1,5,102.0
4.744414440416085,3.0,3.0,2,1,5,52.0
4.82348801442302,3.0,3.0,1,1,5,130.0
4.82348801442302,2.0,3.0,1,1,5,65.0
5.9305180505201065,4.0,5.0,2,1,5,240.0
6.167738772540911,3.0,3.0,1,1,5,133.0
3.0838693862704556,2.0,2.0,1,1,5,55.0
6.167738772540911,4.0,2.0,1,1,5,68.0
9.48882888083217,5.0,5.0,2,1,5,350.0
5.218855884457693,2.0,3.0,1,1,5,70.0
5.9305180505201065,5.0,6.0,2,1,5,175.0
7.907357400693475,7.0,6.0,2,1,5,360.0
7.907357400693475,6.0,6.0,2,1,5,390.0
5.693297328499303,3.0,3.0,1,1,5,155.0
5.9305180505201065,3.0,3.0,2,1,5,140.0
7.907357400693475,5.0,6.0,2,1,5,280.0
5.9305180505201065,6.0,6.0,2,1,5,165.0
8.342262057731617,6.0,6.0,2,1,5,409.99999999999994
5.5746869674889,2.0,3.0,1,1,5,75.0
7.749210252679606,4.0,4.0,1,1,5,135.0
11.861036101040213,6.0,6.0,2,1,5,450.0
10.516785342922322,5.0,6.0,2,1,5,450.0
6.088665198533976,3.0,2.0,1,1,5,110.00000000000001
3.0838693862704556,2.0,2.0,1,1,5,45.0
7.116621660624128,6.0,6.0,2,1,5,315.0
6.32588592055478,3.0,3.0,1,1,5,135.0
6.207275559544378,4.0,3.0,1,1,5,141.0
5.9305180505201065,2.0,2.0,1,1,5,85.0
6.8794009386033235,3.0,3.0,1,1,5,135.0
5.811907689509704,2.0,2.0,1,1,5,140.0
8.342262057731617,3.0,4.0,1,1,5,210.0
5.811907689509704,2.0,2.0,1,1,5,145.0
8.144578122714279,4.0,4.0,1,1,5,160.0
4.744414440416085,5.0,5.0,2,1,5,120.0
4.744414440416085,6.0,6.0,2,1,5,161.0
8.974850649787095,3.0,4.0,1,1,5,204.0
8.342262057731617,3.0,4.0,1,1,5,210.0
5.9305180505201065,3.0,3.0,2,1,5,180.0
5.9305180505201065,2.0,3.0,1,1,5,120.0
11.861036101040213,5.0,6.0,2,1,5,500.0
1.9768393501733688,1.0,1.0,1,1,5,22.0
20.0,3.0,3.0,2,1,12,180.0
2.0,3.0,2.0,2,1,12,60.0
7.0,4.0,4.0,2,1,12,168.0
1.0,2.0,1.0,2,1,12,10.0
1.0,2.0,1.0,2,1,12,10.0
5.0,4.0,4.0,2,1,7,150.0
7.0,4.0,5.0,2,1,7,285.0
10.0,5.0,6.0,2,1,7,325.0
5.0,4.0,4.0,2,1,7,240.0
10.0,5.0,6.0,2,1,7,370.0
22.0,5.0,3.0,2,1,7,500.0
10.0,5.0,6.0,2,1,7,350.0
5.0,4.0,4.0,2,1,7,165.0
10.0,7.0,6.0,2,1,7,430.0
5.0,5.0,5.0,2,1,7,170.0
5.0,4.0,5.0,2,1,7,170.0
5.0,4.0,4.0,2,1,7,110.00000000000001
5.0,4.0,4.0,2,1,7,190.0
7.0,4.0,5.0,2,1,7,229.99999999999997
5.0,4.0,4.0,2,1,7,135.0
5.0,3.0,4.0,2,1,7,150.0
7.0,4.0,5.0,2,1,7,260.0
5.0,4.0,4.0,2,1,7,210.0
5.0,4.0,5.0,2,1,7,180.0
5.0,4.0,4.0,2,1,7,155.0
10.0,7.0,6.0,2,1,7,430.0
9.0,5.0,5.0,2,1,7,300.0
5.0,4.0,4.0,2,1,7,145.0
7.0,4.0,5.0,2,1,7,235.0
5.0,4.0,4.0,2,1,7,175.0
5.0,4.0,3.0,2,1,7,220.00000000000003
10.0,5.0,5.0,2,1,7,375.0
7.0,4.0,1.0,2,1,12,35.0
5.0,2.0,1.0,2,1,12,25.0
5.0,4.0,2.0,2,1,12,35.0
12.1,3.0,3.0,2,1,12,50.0
10.0,3.0,3.0,2,1,12,90.0
3.0,2.0,2.0,2,1,12,21.0
7.0,7.0,8.0,2,1,12,125.0
7.82828382668654,3.0,3.0,1,1,8,90.0
4.82348801442302,2.0,2.0,1,1,8,95.0
8.144578122714279,2.0,4.0,1,1,8,500.0
3.9536787003467375,2.0,2.0,1,1,8,78.0
11.544741805012475,4.0,4.0,1,1,8,1100.0
2.6885015162357817,1.0,1.0,1,1,8,59.0
6.0,3.0,4.0,2,1,10,160.0
5.0,5.0,6.0,2,1,10,160.0
10.0,5.0,6.0,2,1,10,355.0
13.0,5.0,5.0,2,1,10,260.0
20.0,5.0,6.0,2,1,10,450.0
5.0,4.0,5.0,2,1,10,160.0
5.0,4.0,5.0,2,1,10,175.0
5.0,4.0,6.0,2,1,10,110.00000000000001
7.0,5.0,6.0,2,1,10,182.0
10.0,4.0,6.0,2,1,10,225.0
5.0,3.0,4.0,2,1,10,140.0
4.0,4.0,6.0,2,1,10,110.00000000000001
10.6,5.0,6.0,2,1,10,310.0
20.0,6.0,6.0,2,1,10,400.0
10.0,4.0,6.0,2,1,10,180.0
5.0,3.0,4.0,2,1,10,160.0
5.0,4.0,4.0,2,1,10,100.0
20.0,6.0,6.0,2,1,10,675.0
6.0,5.0,5.0,2,1,10,178.0
5.0,4.0,5.0,2,1,10,150.0
18.0,7.0,6.0,2,1,10,630.0
12.0,5.0,6.0,2,1,10,430.0
2.9,2.0,3.0,1,1,10,128.0
26.0,6.0,6.0,2,1,10,650.0
20.0,3.0,4.0,2,1,10,350.0
20.0,6.0,6.0,2,1,10,699.0
5.0,4.0,5.0,2,1,10,190.0
8.0,5.0,6.0,2,1,10,210.0
10.0,5.0,6.0,2,1,10,425.0
3.0,3.0,2.0,2,1,10,40.0
8.5,5.0,6.0,2,1,10,280.0
10.0,5.0,6.0,2,1,10,300.0
5.0,4.0,5.0,2,1,10,150.0
10.0,5.0,5.0,2,1,10,325.0
11.0,5.0,5.0,2,1,10,185.0
5.0,4.0,4.0,2,1,10,150.0
10.0,4.0,5.0,2,1,10,215.0
7.7,5.0,6.0,2,1,10,280.0
9.0,5.0,6.0,2,1,10,325.0
4.0,3.0,4.0,2,1,10,134.0
7.0,6.0,6.0,2,1,10,278.0
7.0,5.0,6.0,2,1,10,250.0
5.0,4.0,5.0,2,1,10,155.0
3.0,3.0,4.0,2,1,10,80.0
5.0,4.0,5.0,2,1,10,150.0
7.5,5.0,6.0,2,1,10,229.99999999999997
10.0,6.0,6.0,2,1,10,360.0
10.0,4.0,5.0,2,1,10,260.0
12.0,4.0,5.0,2,1,10,254.99999999999997
7.0,5.0,6.0,2,1,10,136.0
5.0,4.0,5.0,2,1,10,163.0
20.0,6.0,6.0,2,1,10,400.0
7.0,5.0,6.0,2,1,10,280.0
5.0,3.0,4.0,2,1,10,150.0
10.0,5.0,6.0,2,1,10,350.0
20.0,6.0,6.0,2,1,10,550.0
10.0,4.0,5.0,2,1,10,240.0
5.0,3.0,5.0,2,1,10,150.0
6.3,5.0,6.0,2,1,10,240.0
5.0,4.0,4.0,2,1,10,149.0
5.0,4.0,5.0,2,1,10,170.0
11.0,5.0,6.0,2,1,10,360.0
5.0,3.0,4.0,2,1,10,165.0
5.0,4.0,5.0,2,1,10,165.0
8.0,4.0,5.0,2,1,10,165.0
7.5,6.0,6.0,2,1,10,270.0
5.0,4.0,5.0,2,1,10,130.0
5.0,3.0,4.0,2,1,10,180.0
10.0,6.0,6.0,2,1,10,320.0
5.0,4.0,5.0,2,1,10,190.0
3.0,3.0,4.0,2,1,10,68.0
4.0,3.0,4.0,2,1,10,95.0
10.0,5.0,6.0,2,1,10,350.0
3.0,4.0,5.0,2,1,10,90.0
6.0,5.0,5.0,2,1,10,140.0
4.0,3.0,5.0,2,1,10,110.00000000000001
5.0,3.0,5.0,2,1,10,135.0
10.0,5.0,6.0,2,1,10,375.0
5.7,4.0,5.0,2,1,10,204.99999999999997
9.0,4.0,5.0,2,1,10,220.00000000000003
5.0,4.0,4.0,2,1,10,155.0
3.0,3.0,4.0,2,1,10,65.0
8.0,5.0,6.0,2,1,10,240.0
11.0,5.0,6.0,2,1,10,365.0
9.0,5.0,6.0,2,1,10,320.0
6.0,4.0,5.0,2,1,10,178.0
20.0,5.0,6.0,2,1,10,650.0
5.0,3.0,3.0,2,1,10,67.0
9.0,3.0,6.0,2,1,10,165.0
4.0,3.0,4.0,2,1,10,114.99999999999999
5.0,4.0,5.0,2,1,10,195.0
10.0,5.0,6.0,2,1,10,340.0
17.0,6.0,6.0,2,1,10,620.0
3.0,3.0,4.0,2,1,10,75.0
7.0,4.0,5.0,2,1,10,225.0
5.0,3.0,4.0,2,1,10,120.0
5.0,4.0,5.0,2,1,10,170.0
10.0,6.0,6.0,2,1,10,370.0
10.0,5.0,6.0,2,1,10,340.0
10.0,5.0,6.0,2,1,10,250.0
5.0,4.0,5.0,2,1,10,140.0
10.0,6.0,6.0,2,1,10,360.0
10.0,4.0,4.0,2,1,10,235.0
10.0,5.0,6.0,2,1,10,350.0
4.0,3.0,4.0,2,1,10,110.00000000000001
12.0,5.0,6.0,2,1,10,425.0
20.0,7.0,6.0,2,1,10,400.0
5.0,3.0,4.0,2,1,10,130.0
6.0,3.0,4.0,2,1,10,160.0
10.0,4.0,5.0,2,1,10,235.0
5.0,3.0,3.0,2,1,10,152.0
10.0,5.0,5.0,2,1,10,275.0
20.0,7.0,6.0,2,1,10,620.0
9.0,5.0,6.0,2,1,10,325.0
20.0,5.0,5.0,2,1,10,450.0
5.0,3.0,4.0,2,1,10,132.0
12.0,5.0,6.0,2,1,10,310.0
17.0,5.0,5.0,2,1,10,640.0
10.0,4.0,4.0,2,1,10,229.99999999999997
10.0,5.0,4.0,2,1,10,300.0
6.0,5.0,6.0,2,1,10,195.0
5.0,4.0,5.0,2,1,10,160.0
12.0,4.0,5.0,2,1,10,260.0
5.0,3.0,3.0,2,1,10,140.0
26.0,5.0,6.0,2,1,10,650.0
8.0,4.0,4.0,2,1,10,325.0
5.0,4.0,5.0,2,1,10,165.0
5.2,4.0,5.0,2,1,10,175.0
5.0,3.0,4.0,2,1,10,215.0
5.0,4.0,4.0,2,1,10,130.0
10.0,5.0,6.0,2,1,10,325.0
5.0,4.0,4.0,2,1,10,160.0
7.5,5.0,5.0,2,1,10,168.0
10.0,4.0,5.0,2,1,10,260.0
9.0,5.0,6.0,2,1,10,350.0
10.1,5.0,6.0,2,1,10,335.0
7.0,5.0,6.0,2,1,10,227.99999999999997
20.0,5.0,6.0,2,1,10,620.0
9.0,5.0,6.0,2,1,10,335.0
10.0,5.0,6.0,2,1,10,332.0
5.0,4.0,5.0,2,1,10,165.0
20.0,5.0,6.0,2,1,10,445.0
20.0,5.0,6.0,2,1,10,500.0
7.0,5.0,5.0,2,1,10,271.0
5.0,4.0,4.0,2,1,10,165.0
7.0,7.0,4.0,2,1,10,210.0
4.0,4.0,5.0,2,1,10,148.0
9.0,5.0,6.0,2,1,10,265.0
20.0,5.0,6.0,2,1,10,620.0
5.0,3.0,5.0,2,1,10,150.0
4.0,3.0,4.0,2,1,10,123.0
10.0,5.0,6.0,2,1,10,340.0
20.0,7.0,6.0,2,1,10,550.0
5.1,4.0,5.0,2,1,10,162.0
7.0,4.0,7.0,2,1,10,145.0
20.0,6.0,6.0,2,1,10,600.0
5.0,4.0,5.0,2,1,10,160.0
10.0,5.0,6.0,2,1,10,370.0
5.0,4.0,5.0,2,1,10,165.0
9.0,5.0,6.0,2,1,10,310.0
7.0,5.0,6.0,2,1,10,240.0
6.0,3.0,5.0,2,1,10,165.0
5.0,3.0,5.0,2,1,10,150.0
5.0,3.0,4.0,2,1,10,138.0
20.0,6.0,6.0,2,1,10,420.0
4.0,4.0,4.0,2,1,10,148.0
20.0,6.0,7.0,2,1,10,700.0
5.0,3.0,4.0,2,1,10,160.0
5.0,4.0,5.0,2,1,10,135.0
5.0,4.0,5.0,2,1,10,160.0
5.0,4.0,5.0,2,1,10,112.00000000000001
5.0,5.0,5.0,2,1,10,220.00000000000003
7.0,3.0,3.0,2,1,10,185.0
4.0,3.0,4.0,2,1,10,105.0
5.0,3.0,4.0,2,1,10,155.0
10.0,5.0,6.0,2,1,10,350.0
7.0,4.0,5.0,2,1,10,220.00000000000003
7.0,4.0,5.0,2,1,10,215.0
7.0,5.0,6.0,2,1,10,200.0
8.0,4.0,5.0,2,1,10,280.0
4.0,3.0,4.0,2,1,10,114.99999999999999
4.0,3.0,4.0,2,1,10,88.0
4.0,4.0,6.0,2,1,10,110.00000000000001
4.0,4.0,4.0,2,1,10,110.00000000000001
6.0,4.0,5.0,2,1,10,160.0
4.0,3.0,5.0,2,1,10,110.00000000000001
3.0,3.0,3.0,2,1,10,65.0
10.0,5.0,6.0,2,1,10,370.0
5.0,4.0,6.0,2,1,10,110.00000000000001
5.0,5.0,6.0,2,1,10,75.0
7.5,6.0,7.0,2,1,10,290.0
5.0,4.0,5.0,2,1,10,160.0
5.0,4.0,5.0,2,1,10,164.0
5.0,4.0,5.0,2,1,10,180.0
7.0,5.0,6.0,2,1,10,250.0
4.0,3.0,4.0,2,1,10,110.00000000000001
3.0,3.0,4.0,2,1,10,85.0
10.0,5.0,6.0,2,1,10,215.0
4.0,3.0,4.0,2,1,10,90.0
5.0,4.0,4.0,2,1,10,145.0
20.0,6.0,6.0,2,1,10,745.0
20.0,5.0,6.0,2,1,10,484.99999999999994
20.0,5.0,6.0,2,1,10,415.00000000000006
9.0,6.0,6.0,2,1,10,285.0
6.0,5.0,6.0,2,1,10,200.0
5.0,4.0,5.0,2,1,10,170.0
5.0,4.0,5.0,2,1,10,170.0
5.0,4.0,5.0,2,1,10,175.0
5.0,3.0,4.0,2,1,10,170.0
10.0,5.0,6.0,2,1,10,380.0
20.0,6.0,6.0,2,1,10,590.0
20.0,5.0,6.0,2,1,10,699.0
7.0,4.0,5.0,2,1,10,190.0
10.0,5.0,6.0,2,1,10,350.0
10.0,5.0,6.0,2,1,10,360.0
