area_marla,bedroom,bath,type_enc,purpose_enc,city_enc,price_lakh
4.2,2.0,2.0,1,1,6,114.99999999999999
2.9,2.0,2.0,1,1,6,60.0
7.5,2.0,2.0,1,1,6,83.01
10.0,6.0,6.0,2,1,6,450.0
3.7,2.0,2.0,1,1,6,45.0
10.0,5.0,6.0,2,1,6,360.0
3.6,2.0,2.0,1,1,6,90.0
2.5,1.0,1.0,1,1,6,59.0
8.0,5.0,5.0,2,1,6,390.0
20.0,5.0,7.0,2,1,6,850.0
20.0,5.0,6.0,2,1,6,800.0
8.0,5.0,6.0,2,1,6,220.00000000000003
14.2,6.0,6.0,2,1,6,600.0
10.0,5.0,5.0,2,1,6,400.0
3.9,1.0,1.0,1,1,6,144.0
9.1,3.0,3.0,1,1,6,210.0
20.0,7.0,7.0,2,1,6,700.0
10.0,8.0,7.0,2,1,6,1050.0
5.0,5.0,6.0,2,1,6,250.0
10.0,5.0,6.0,2,1,6,475.0
5.6,7.0,7.0,2,1,6,700.0
5.0,2.0,2.0,2,1,6,72.0
3.3,2.0,2.0,1,1,6,60.0
26.0,5.0,6.0,2,1,6,850.0
8.0,8.0,6.0,2,1,6,325.0
4.0,5.0,5.0,2,1,6,320.0
5.0,4.0,4.0,2,1,6,490.00000000000006
5.3,3.0,2.0,1,1,6,155.0
5.3,1.0,1.0,1,1,6,590.0
14.2,3.0,3.0,1,1,6,425.0
2.1,1.0,1.0,1,1,6,52.0
20.0,4.0,5.0,2,1,6,550.0
20.0,6.0,7.0,2,1,6,1025.0
6.9,2.0,3.0,1,1,6,145.0
5.0,3.0,6.0,2,1,6,270.0
12.0,4.0,4.0,2,1,6,925.0
5.0,3.0,3.0,2,1,6,250.0
5.0,4.0,5.0,2,1,6,254.99999999999997
12.0,4.0,4.0,2,1,6,390.0
3.0,4.0,4.0,2,1,6,120.0
5.0,6.0,5.0,2,1,6,245.00000000000003
16.0,3.0,3.0,2,1,6,434.99999999999994
2.6,1.0,1.0,1,1,6,96.0
7.6,2.0,3.0,1,1,6,330.0
4.5,2.0,2.0,2,1,6,180.0
9.0,2.0,4.0,1,1,6,825.0
10.0,6.0,6.0,2,1,6,780.0
6.2,2.0,2.0,1,1,6,185.0
4.0,2.0,2.0,1,1,6,220.00000000000003
16.0,9.0,6.0,2,1,6,1000.0
5.7,2.0,2.0,1,1,6,325.0
5.0,5.0,6.0,2,1,6,175.0
20.0,9.0,6.0,2,1,6,965.0
5.3,3.0,3.0,1,1,6,130.0
8.0,6.0,6.0,2,1,6,298.0
7.0,5.0,6.0,2,1,6,340.0
14.0,5.0,7.0,2,1,6,650.0
8.0,7.0,7.0,2,1,6,700.0
10.0,6.0,6.0,2,1,6,300.0
10.0,5.0,6.0,2,1,6,540.0
10.0,4.0,6.0,2,1,6,450.0
12.0,6.0,6.0,2,1,6,550.0
8.0,5.0,5.0,2,1,6,725.0
5.0,5.0,4.0,2,1,6,575.0
5.5,7.0,6.0,2,1,6,270.0
20.0,5.0,6.0,2,1,6,1000.0
5.0,2.0,3.0,2,1,6,135.0
6.7,3.0,2.0,2,1,6,515.0
3.2,2.0,2.0,1,1,6,100.0
5.0,5.0,6.0,2,1,6,200.0
5.6,4.0,6.0,2,1,6,250.0
2.4,1.0,1.0,1,1,6,56.0
5.0,4.0,5.0,2,1,6,229.99999999999997
8.0,5.0,5.0,2,1,6,325.0
4.0,5.0,5.0,2,1,6,409.99999999999994
10.0,7.0,7.0,2,1,6,850.0
12.0,4.0,5.0,2,1,6,675.0
4.5,2.0,3.0,1,1,6,169.0
5.0,4.0,4.0,2,1,6,160.0
14.0,4.0,4.0,2,1,6,450.0
4.0,4.0,5.0,2,1,6,320.0
9.212071371807898,3.0,3.0,1,1,8,565.0
13.837875451213582,4.0,4.0,2,1,8,175.0
7.907357400693475,2.0,2.0,1,1,8,240.0
19.768393501733687,7.0,6.0,2,1,8,1100.0
4.190899422367542,2.0,2.0,1,1,8,73.0
4.942098375433422,3.0,3.0,2,1,8,119.0
13.837875451213582,4.0,5.0,2,1,8,162.0
14.826295126300266,5.0,5.0,2,1,8,875.0
8.777166714769757,3.0,4.0,1,1,8,360.0
4.388583357384879,2.0,2.0,1,1,8,152.0
7.907357400693475,3.0,3.0,2,1,8,168.0
4.744414440416085,4.0,5.0,2,1,8,185.0
5.218855884457693,2.0,3.0,1,1,8,105.0
6.602643429579052,3.0,2.0,1,1,8,185.0
7.907357400693475,3.0,3.0,2,1,8,168.0
7.472452743655334,3.0,3.0,1,1,8,330.0
14.826295126300266,5.0,5.0,2,1,8,610.0
9.765586389856443,3.0,4.0,1,1,8,535.0
7.037548086617193,3.0,3.0,1,1,8,220.00000000000003
9.48882888083217,6.0,6.0,2,1,8,810.0
9.291144945814834,3.0,4.0,2,1,8,142.0
5.890981263516639,3.0,3.0,1,1,8,162.0
9.607439241842572,3.0,5.0,1,1,8,790.0
3.9536787003467375,2.0,2.0,1,1,8,95.0
5.495613393481966,3.0,3.0,1,1,8,64.0
16.684524115463233,4.0,5.0,1,1,8,850.0
9.48882888083217,5.0,6.0,2,1,8,380.0
5.9305180505201065,4.0,4.0,2,1,8,570.0
4.82348801442302,2.0,2.0,1,1,8,105.0
14.075096173234385,3.0,4.0,1,1,8,725.0
11.861036101040213,4.0,4.0,2,1,8,750.0
5.060708736443824,1.0,1.0,1,1,8,315.0
3.9536787003467375,4.0,5.0,2,1,8,560.0
8.144578122714279,3.0,3.0,1,1,8,278.0
7.907357400693475,4.0,4.0,1,1,8,325.0
4.190899422367542,2.0,2.0,1,1,8,87.0
4.744414440416085,1.0,1.0,1,1,8,340.0
8.777166714769757,3.0,3.0,1,1,8,300.0
6.167738772540911,3.0,3.0,1,1,8,320.0
7.23523202163453,3.0,4.0,1,1,8,215.0
17.79155415156032,5.0,5.0,2,1,8,1000.0
4.388583357384879,2.0,2.0,1,1,8,110.00000000000001
9.884196750866844,5.0,5.0,2,1,8,335.0
11.861036101040213,3.0,4.0,2,1,8,355.0
7.907357400693475,3.0,3.0,2,1,8,160.0
8.698093140762824,4.0,4.0,2,1,8,235.0
10.24002783389805,3.0,4.0,1,1,8,450.0
4.744414440416085,4.0,4.0,2,1,8,500.0
7.907357400693475,3.0,4.0,2,1,8,185.0
4.744414440416085,5.0,6.0,2,1,8,210.0
7.23523202163453,3.0,3.0,1,1,8,240.0
1.779155415156032,3.0,3.0,1,1,8,35.74
4.82348801442302,2.0,2.0,1,1,8,114.99999999999999
9.291144945814834,3.0,3.0,1,1,8,480.0
11.30752108299167,4.0,5.0,1,1,8,1100.0
2.3722072202080424,3.0,3.0,2,1,8,160.0
14.510000830272528,4.0,4.0,1,1,8,550.0
4.744414440416085,2.0,3.0,2,1,8,70.0
6.009591624527041,3.0,3.0,2,1,8,125.0
6.918937725606791,3.0,3.0,1,1,8,335.0
11.861036101040213,4.0,5.0,1,1,8,980.0000000000001
7.907357400693475,6.0,6.0,2,1,8,275.0
3.9536787003467375,2.0,2.0,1,1,8,175.0
4.744414440416085,4.0,5.0,2,1,8,260.0
9.48882888083217,10.0,6.0,2,1,8,1100.0
14.233243321248256,6.0,7.0,2,1,8,819.9999999999999
4.744414440416085,4.0,5.0,2,1,8,570.0
5.9305180505201065,4.0,5.0,2,1,8,600.0
7.907357400693475,3.0,3.0,2,1,8,180.0
10.754006064943127,3.0,4.0,1,1,8,370.0
5.970054837523574,2.0,2.0,1,1,8,500.0
4.744414440416085,4.0,6.0,2,1,8,195.0
8.89577707578016,5.0,5.0,2,1,8,1200.0
4.744414440416085,2.0,3.0,2,1,8,120.0
2.8466486642496514,2.0,2.0,1,1,8,75.0
10.754006064943127,5.0,5.0,2,1,8,305.0
4.744414440416085,4.0,5.0,2,1,8,185.0
4.744414440416085,4.0,4.0,2,1,8,324.0
6.602643429579052,3.0,4.0,1,1,8,175.0
7.907357400693475,3.0,4.0,1,1,8,400.0
10.319101407904986,3.0,4.0,1,1,8,869.9999999999999
4.388583357384879,3.0,3.0,1,1,8,102.0
14.826295126300266,5.0,6.0,2,1,8,595.0
9.37021851982177,4.0,4.0,1,1,8,300.0
10.991226786963932,3.0,3.0,1,1,8,409.99999999999994
4.82348801442302,2.0,2.0,1,1,8,95.0
19.768393501733687,5.0,5.0,2,1,8,600.0
6.009591624527041,3.0,3.0,2,1,8,145.0
9.48882888083217,6.0,6.0,2,1,8,650.0
10.754006064943127,4.0,4.0,2,1,8,315.0
4.744414440416085,4.0,5.0,2,1,8,290.0
6.009591624527041,3.0,3.0,2,1,8,169.0
13.165750072154637,4.0,5.0,1,1,8,470.0
4.625804079405683,2.0,2.0,1,1,8,125.0
19.768393501733687,5.0,5.0,2,1,8,890.0
8.579482779752421,3.0,4.0,1,1,8,300.0
10.121417472887648,3.0,3.0,1,1,8,170.0
5.41653981947503,2.0,2.0,1,1,8,105.0
6.602643429579052,2.0,2.0,1,1,8,375.0
14.826295126300266,5.0,5.0,2,1,8,605.0
9.48882888083217,6.0,6.0,2,1,8,550.0
19.768393501733687,5.0,6.0,2,1,8,1200.0
11.861036101040213,4.0,5.0,2,1,8,675.0
6.365422707558248,3.0,3.0,1,1,8,265.0
19.768393501733687,5.0,5.0,2,1,8,1150.0
13.837875451213582,4.0,4.0,2,1,8,153.0
4.82348801442302,2.0,2.0,1,1,8,145.0
7.907357400693475,3.0,3.0,1,1,8,140.0
13.837875451213582,4.0,4.0,2,1,8,176.0
10.754006064943127,3.0,5.0,1,1,8,760.0
19.768393501733687,5.0,5.0,2,1,8,434.99999999999994
6.009591624527041,3.0,3.0,2,1,8,120.0
7.907357400693475,3.0,3.0,2,1,8,225.0
21.07310747284811,8.0,6.0,1,1,8,720.0
15.81471480138695,6.0,6.0,2,1,8,869.9999999999999
7.907357400693475,3.0,3.0,2,1,8,190.0
7.907357400693475,3.0,3.0,2,1,8,155.0
4.942098375433422,4.0,4.0,2,1,8,110.00000000000001
19.768393501733687,5.0,5.0,2,1,8,1200.0
9.48882888083217,3.0,4.0,2,1,8,575.0
6.32588592055478,5.0,5.0,2,1,8,385.0
4.744414440416085,4.0,3.0,2,1,8,92.0
4.625804079405683,2.0,2.0,1,1,8,118.0
4.744414440416085,4.0,4.0,2,1,8,290.0
4.190899422367542,2.0,2.0,1,1,8,130.0
13.837875451213582,4.0,4.0,2,1,8,850.0
4.942098375433422,3.0,3.0,2,1,8,100.0
19.768393501733687,5.0,5.0,2,1,8,890.0
6.167738772540911,3.0,3.0,1,1,8,145.0
19.768393501733687,5.0,5.0,2,1,8,1150.0
7.907357400693475,3.0,3.0,2,1,8,180.0
6.009591624527041,3.0,3.0,2,1,8,135.0
5.653760541495835,1.0,2.0,1,1,8,550.0
9.48882888083217,9.0,6.0,2,1,8,1115.0
6.009591624527041,3.0,3.0,2,1,8,150.0
7.907357400693475,3.0,3.0,2,1,8,174.0
5.535150180485433,4.0,4.0,2,1,8,225.0
11.861036101040213,3.0,3.0,1,1,8,405.0
23.722072202080426,6.0,6.0,2,1,8,1200.0
21.74523285190706,4.0,5.0,2,1,8,735.0
4.190899422367542,2.0,2.0,1,1,8,65.0
4.942098375433422,3.0,3.0,2,1,8,130.0
7.23523202163453,3.0,3.0,1,1,8,250.0
5.693297328499303,3.0,3.0,1,1,8,160.0
13.837875451213582,5.0,6.0,2,1,8,740.0
4.744414440416085,4.0,4.0,2,1,8,220.00000000000003
4.190899422367542,2.0,2.0,1,1,8,132.0
5.890981263516639,3.0,3.0,1,1,8,162.0
10.556322129925789,4.0,4.0,1,1,8,275.0
10.754006064943127,5.0,5.0,2,1,8,155.0
7.907357400693475,3.0,3.0,1,1,8,210.0
9.64697602884604,4.0,4.0,1,1,8,800.0
3.281553321287792,2.0,2.0,1,1,8,79.5
4.942098375433422,4.0,4.0,2,1,8,75.0
4.625804079405683,2.0,2.0,1,1,8,60.0
13.837875451213582,4.0,4.0,2,1,8,145.0
5.693297328499303,3.0,3.0,1,1,8,250.0
10.754006064943127,4.0,4.0,2,1,8,325.0
7.907357400693475,3.0,3.0,1,1,8,650.0
4.190899422367542,3.0,3.0,1,1,8,95.0
7.156158447627595,3.0,3.0,1,1,8,240.0
4.744414440416085,2.0,3.0,2,1,8,143.0
4.744414440416085,4.0,4.0,2,1,8,295.0
4.190899422367542,2.0,2.0,1,1,8,130.0
9.48882888083217,8.0,6.0,2,1,8,600.0
7.195695234631063,2.0,4.0,1,1,8,610.0
4.744414440416085,2.0,3.0,1,1,8,75.0
8.342262057731617,2.0,2.0,1,1,8,434.99999999999994
9.48882888083217,3.0,3.0,2,1,8,575.0
4.388583357384879,2.0,2.0,1,1,8,105.0
5.9305180505201065,3.0,3.0,1,1,8,125.0
4.744414440416085,2.0,2.0,1,1,8,140.0
11.544741805012475,4.0,4.0,1,1,8,900.0
4.190899422367542,2.0,2.0,1,1,8,83.0
15.81471480138695,7.0,6.0,2,1,8,850.0
7.156158447627595,3.0,3.0,1,1,8,240.0
8.698093140762824,6.0,6.0,2,1,8,550.0
10.754006064943127,3.0,3.0,1,1,8,825.0
4.704877653412618,1.0,1.0,1,1,8,400.0
3.9536787003467375,4.0,2.0,1,1,8,42.0
9.48882888083217,6.0,7.0,2,1,8,495.0
11.544741805012475,4.0,4.0,1,1,8,1125.0
9.48882888083217,5.0,6.0,2,1,8,600.0
6.800327364596389,3.0,3.0,1,1,8,200.0
7.670136678672671,3.0,3.0,1,1,8,265.0
11.861036101040213,4.0,5.0,1,1,8,350.0
4.388583357384879,2.0,2.0,1,1,8,125.0
7.037548086617193,3.0,3.0,1,1,8,190.0
6.602643429579052,3.0,3.0,1,1,8,225.0
4.744414440416085,9.0,6.0,2,1,8,385.0
6.800327364596389,3.0,3.0,1,1,8,180.0
10.754006064943127,5.0,6.0,2,1,8,335.0
7.23523202163453,3.0,3.0,1,1,8,225.0
7.472452743655334,3.0,3.0,1,1,8,325.0
4.625804079405683,2.0,2.0,1,1,8,125.0
4.744414440416085,11.0,7.0,2,1,8,484.99999999999994
14.510000830272528,4.0,4.0,1,1,8,490.00000000000006
9.64697602884604,3.0,5.0,2,1,8,600.0
3.9536787003467375,2.0,2.0,1,1,8,300.0
4.744414440416085,4.0,5.0,2,1,8,275.0
7.867820613690008,2.0,2.0,1,1,8,445.0
11.426131444002072,3.0,3.0,1,1,8,395.0
9.64697602884604,4.0,5.0,1,1,8,324.0
3.9536787003467375,5.0,5.0,2,1,8,500.0
4.744414440416085,4.0,4.0,2,1,8,345.0
9.48882888083217,5.0,5.0,2,1,8,560.0
9.48882888083217,6.0,6.0,2,1,8,600.0
5.258392671461161,2.0,2.0,1,1,8,86.0
1.3837875451213582,2.0,2.0,1,1,8,27.84
8.342262057731617,3.0,3.0,1,1,8,690.0
4.190899422367542,2.0,2.0,1,1,8,110.00000000000001
14.826295126300266,5.0,5.0,2,1,8,775.0
13.837875451213582,5.0,6.0,2,1,8,760.0
7.907357400693475,6.0,6.0,2,1,8,350.0
5.060708736443824,3.0,3.0,1,1,8,180.0
6.167738772540911,3.0,3.0,1,1,8,140.0
4.744414440416085,4.0,4.0,2,1,8,260.0
7.670136678672671,3.0,4.0,1,1,8,330.0
14.826295126300266,5.0,5.0,2,1,8,630.0
4.744414440416085,4.0,4.0,2,1,8,290.0
3.7164579783259333,2.0,2.0,1,1,8,51.15
9.212071371807898,3.0,3.0,1,1,8,1100.0
9.884196750866844,6.0,6.0,2,1,8,1150.0
9.48882888083217,6.0,6.0,2,1,8,520.0
6.800327364596389,3.0,3.0,1,1,8,155.0
4.744414440416085,4.0,6.0,2,1,8,225.0
11.861036101040213,3.0,3.0,1,1,8,300.0
4.2304362093710095,6.0,6.0,2,1,8,310.0
9.48882888083217,6.0,7.0,2,1,8,350.0
7.472452743655334,3.0,4.0,1,1,8,415.00000000000006
9.48882888083217,5.0,5.0,2,1,8,430.0
19.768393501733687,5.0,5.0,2,1,8,1015.0
6.365422707558248,3.0,3.0,1,1,8,114.99999999999999
11.861036101040213,4.0,5.0,2,1,8,800.0
6.32588592055478,4.0,4.0,2,1,8,425.0
19.768393501733687,5.0,5.0,2,1,8,1100.0
4.586267292402216,2.0,2.0,1,1,8,140.0
9.48882888083217,7.0,6.0,2,1,8,675.0
10.0,4.0,4.0,2,1,9,409.99999999999994
20.0,5.0,6.0,2,1,9,750.0
5.0,2.0,2.0,2,1,9,55.0
20.0,5.0,6.0,2,1,9,700.0
10.0,5.0,6.0,2,1,9,450.0
5.0,3.0,5.0,2,1,9,162.0
10.0,3.0,3.0,1,1,9,290.0
10.0,4.0,4.0,2,1,9,295.0
5.7,4.0,4.0,2,1,9,185.0
5.0,3.0,4.0,2,1,9,225.0
5.0,3.0,4.0,2,1,9,220.00000000000003
13.0,5.0,6.0,2,1,9,750.0
5.0,3.0,4.0,2,1,9,114.99999999999999
5.0,3.0,3.0,2,1,9,260.0
20.0,5.0,6.0,2,1,9,650.0
5.0,3.0,4.0,2,1,9,235.0
16.0,5.0,6.0,2,1,9,475.0
13.0,5.0,7.0,2,1,9,745.0
5.0,4.0,4.0,2,1,9,170.0
3.0,3.0,3.0,2,1,9,130.0
40.0,6.0,6.0,2,1,9,1200.0
11.0,4.0,5.0,2,1,9,560.0
5.0,4.0,4.0,2,1,9,215.0
20.0,5.0,6.0,2,1,9,1100.0
5.0,3.0,4.0,2,1,9,204.99999999999997
10.0,5.0,6.0,2,1,9,400.0
10.0,5.0,5.0,2,1,9,345.0
20.0,5.0,6.0,2,1,9,640.0
20.0,5.0,6.0,2,1,9,590.0
5.0,4.0,5.0,2,1,9,229.99999999999997
2.1,1.0,1.0,1,1,9,68.0
5.0,4.0,5.0,2,1,9,160.0
4.2,2.0,2.0,1,1,9,31.0
20.0,4.0,5.0,2,1,9,550.0
20.0,5.0,6.0,2,1,9,810.0
20.0,6.0,7.0,2,1,9,650.0
20.0,5.0,6.0,2,1,9,725.0
5.0,4.0,5.0,2,1,9,190.0
10.0,5.0,6.0,2,1,9,380.0
20.0,5.0,6.0,2,1,9,575.0
20.0,6.0,7.0,2,1,9,695.0
5.0,4.0,4.0,2,1,9,170.0
5.0,4.0,4.0,2,1,9,185.0
5.0,3.0,5.0,2,1,9,197.0
10.0,3.0,3.0,2,1,9,425.0
10.0,5.0,6.0,2,1,9,400.0
5.0,4.0,5.0,2,1,9,170.0
10.0,4.0,6.0,2,1,9,445.0
20.0,5.0,6.0,2,1,9,1049.0
10.0,5.0,6.0,2,1,9,470.0
10.0,5.0,7.0,2,1,9,265.0
5.0,2.0,2.0,1,1,9,55.0
10.0,6.0,6.0,2,1,9,495.0
10.0,5.0,7.0,2,1,9,340.0
10.0,5.0,5.0,2,1,9,299.0
10.0,5.0,6.0,2,1,9,340.0
20.0,5.0,6.0,2,1,9,925.0
5.0,5.0,6.0,2,1,9,204.99999999999997
5.0,5.0,7.0,2,1,9,190.0
12.0,5.0,6.0,2,1,9,530.0
5.0,3.0,3.0,2,1,9,175.0
5.0,3.0,4.0,2,1,9,200.0
10.0,5.0,6.0,2,1,9,290.0
20.0,5.0,6.0,2,1,9,525.0
5.0,4.0,4.0,2,1,9,170.0
10.0,4.0,4.0,2,1,9,390.0
5.0,4.0,5.0,2,1,9,160.0
5.0,3.0,4.0,2,1,9,165.0
5.0,4.0,4.0,2,1,9,160.0
5.0,4.0,5.0,2,1,9,170.0
10.0,5.0,6.0,2,1,9,285.0
8.0,4.0,5.0,2,1,9,490.00000000000006
20.0,2.0,3.0,2,1,9,175.0
8.0,3.0,4.0,2,1,9,210.0
6.0,3.0,4.0,2,1,9,185.0
20.0,6.0,7.0,2,1,9,1030.0
20.0,5.0,6.0,2,1,9,715.0
20.0,5.0,6.0,2,1,9,786.0
10.0,5.0,7.0,2,1,9,384.0
9.2,3.0,4.0,1,1,9,670.0
5.0,4.0,4.0,2,1,9,165.0
20.0,5.0,6.0,2,1,9,750.0
8.0,4.0,4.0,2,1,9,305.0
4.5,2.0,2.0,1,1,9,35.73
10.0,3.0,3.0,2,1,9,210.0
10.0,4.0,5.0,2,1,9,570.0
5.0,4.0,4.0,2,1,9,210.0
5.0,4.0,4.0,2,1,9,130.0
5.0,4.0,4.0,2,1,9,165.0
5.0,3.0,4.0,2,1,9,225.0
3.0,3.0,3.0,2,1,9,85.0
5.0,4.0,4.0,2,1,9,160.0
20.0,5.0,6.0,2,1,9,665.0
10.0,5.0,6.0,2,1,9,535.0
10.0,5.0,6.0,2,1,9,310.0
10.0,5.0,6.0,2,1,9,160.0
5.0,4.0,5.0,2,1,9,155.0
20.0,5.0,6.0,2,1,9,350.0
5.0,4.0,5.0,2,1,9,170.0
10.0,4.0,4.0,2,1,9,505.0
20.0,6.0,7.0,2,1,9,815.0
5.0,3.0,3.0,2,1,9,128.0
18.0,6.0,6.0,2,1,9,640.0
10.0,3.0,3.0,1,1,9,250.0
5.0,3.0,4.0,2,1,9,204.99999999999997
1.8,1.0,1.0,1,1,9,50.0
5.0,1.0,2.0,2,1,9,105.0
5.0,3.0,4.0,2,1,9,265.0
5.0,4.0,5.0,2,1,9,215.0
20.0,5.0,6.0,2,1,9,1000.0
10.0,4.0,5.0,2,1,9,370.0
10.0,5.0,6.0,2,1,9,375.0
10.0,6.0,6.0,2,1,9,350.0
5.0,3.0,4.0,2,1,9,180.0
5.0,3.0,4.0,2,1,9,229.99999999999997
10.0,5.0,6.0,2,1,9,500.0
5.0,4.0,4.0,2,1,9,190.0
5.0,3.0,3.0,2,1,9,200.0
5.0,5.0,4.0,2,1,9,250.0
20.0,5.0,5.0,2,1,9,700.0
5.0,3.0,5.0,2,1,9,160.0
5.0,3.0,4.0,2,1,9,160.0
20.0,5.0,6.0,2,1,9,650.0
20.0,5.0,6.0,2,1,9,790.0
10.0,5.0,6.0,2,1,9,425.0
5.0,5.0,6.0,2,1,9,215.0
10.0,5.0,6.0,2,1,9,470.0
8.0,5.0,6.0,2,1,9,409.99999999999994
5.0,3.0,4.0,2,1,9,190.0
10.0,5.0,6.0,2,1,9,345.0
10.0,5.0,6.0,2,1,9,360.0
40.0,6.0,6.0,2,1,9,1200.0
20.0,7.0,6.0,2,1,9,575.0
10.0,4.0,5.0,2,1,9,525.0
5.0,3.0,4.0,2,1,9,213.0
20.0,5.0,6.0,2,1,9,525.0
5.0,3.0,4.0,2,1,9,260.0
20.0,5.0,6.0,2,1,9,800.0
1.8,1.0,1.0,1,1,9,70.0
32.0,6.0,6.0,2,1,9,1100.0
6.0,3.0,4.0,2,1,9,330.0
20.0,5.0,6.0,2,1,9,797.0
20.0,5.0,6.0,2,1,9,700.0
20.0,5.0,6.0,2,1,9,772.0
20.0,6.0,7.0,2,1,9,760.0
20.0,5.0,6.0,2,1,9,1150.0
10.0,5.0,6.0,2,1,9,560.0
20.0,4.0,5.0,2,1,9,530.0
12.0,5.0,6.0,2,1,9,399.0
20.0,5.0,6.0,2,1,9,695.0
5.0,5.0,6.0,2,1,9,154.0
20.0,5.0,6.0,2,1,9,815.0
20.0,5.0,6.0,2,1,9,615.0
5.0,3.0,5.0,2,1,9,209.0
10.0,3.0,3.0,1,1,9,345.0
20.0,5.0,6.0,2,1,9,665.0
5.0,4.0,5.0,2,1,9,170.0
20.0,5.0,6.0,2,1,9,689.0
20.0,5.0,6.0,2,1,9,725.0
2.2,1.0,1.0,1,1,9,65.0
20.0,5.0,6.0,2,1,9,750.0
5.0,3.0,4.0,2,1,9,185.0
5.0,4.0,5.0,2,1,9,165.0
10.0,6.0,6.0,2,1,9,349.0
20.0,5.0,5.0,2,1,9,685.0
3.5,3.0,4.0,2,1,9,110.00000000000001
5.0,6.0,6.0,2,1,9,195.0
5.0,4.0,5.0,2,1,9,200.0
20.0,5.0,6.0,2,1,9,650.0
20.0,5.0,6.0,2,1,9,713.0
5.0,4.0,4.0,2,1,9,190.0
3.5,3.0,4.0,2,1,9,112.00000000000001
10.0,5.0,5.0,2,1,9,400.0
20.0,5.0,6.0,2,1,9,650.0
20.0,5.0,6.0,2,1,9,655.0
20.0,6.0,6.0,2,1,9,665.0
10.0,5.0,6.0,2,1,9,365.0
11.5,3.0,3.0,1,1,9,375.0
20.0,5.0,6.0,2,1,9,1150.0
15.0,5.0,5.0,2,1,9,798.0
5.0,3.0,4.0,2,1,9,195.0
5.0,4.0,5.0,2,1,9,220.00000000000003
10.7,5.0,6.0,2,1,9,355.0
5.0,4.0,4.0,2,1,9,197.0
10.0,5.0,6.0,2,1,9,550.0
3.5,3.0,4.0,2,1,9,165.0
20.0,5.0,6.0,2,1,9,825.0
10.0,5.0,6.0,2,1,9,355.0
5.0,3.0,5.0,2,1,9,163.0
3.5,3.0,4.0,2,1,9,110.00000000000001
10.0,4.0,5.0,2,1,9,450.0
5.0,3.0,4.0,2,1,9,145.0
1.5,2.0,2.0,2,1,9,40.0
10.0,4.0,5.0,2,1,9,495.0
12.0,4.0,5.0,1,1,9,530.0
3.0,3.0,4.0,2,1,9,112.00000000000001
20.0,5.0,6.0,2,1,9,865.0
5.0,3.0,4.0,2,1,9,184.0
10.0,4.0,5.0,2,1,9,459.99999999999994
10.0,3.0,3.0,1,1,9,350.0
3.0,3.0,4.0,2,1,9,99.9
20.0,5.0,6.0,2,1,9,975.0
20.0,5.0,6.0,2,1,9,775.0
5.0,3.0,4.0,2,1,9,150.0
10.0,4.0,5.0,2,1,9,415.00000000000006
10.0,5.0,6.0,2,1,9,480.0
20.0,5.0,6.0,2,1,9,666.0
5.0,4.0,5.0,2,1,9,204.99999999999997
20.0,5.0,6.0,2,1,9,1150.0
20.0,5.0,6.0,2,1,9,625.0
20.0,3.0,4.0,2,1,9,248.0
10.0,5.0,6.0,2,1,9,450.0
5.0,4.0,5.0,2,1,9,270.0
20.0,5.0,6.0,2,1,9,800.0
10.0,4.0,5.0,2,1,9,430.0
5.0,3.0,4.0,2,1,9,145.0
10.0,4.0,5.0,2,1,9,509.99999999999994
3.0,3.0,4.0,2,1,9,118.0
20.0,5.0,6.0,2,1,9,758.0
12.0,4.0,6.0,1,1,9,308.0
5.0,3.0,4.0,2,1,9,240.0
20.0,5.0,6.0,2,1,9,900.0
20.0,5.0,6.0,2,1,9,789.0
5.0,2.0,2.0,1,1,9,65.0
3.0,2.0,2.0,1,1,9,47.5
10.0,5.0,6.0,2,1,9,400.0
20.0,5.0,6.0,2,1,9,700.0
10.0,8.0,6.0,2,1,9,400.0
5.0,3.0,4.0,2,1,9,295.0
5.0,3.0,4.0,2,1,9,240.0
5.0,3.0,4.0,2,1,9,190.0
5.0,3.0,4.0,2,1,9,190.0
10.0,10.0,6.0,2,1,9,1200.0
5.0,3.0,4.0,2,1,9,275.0
10.0,5.0,6.0,2,1,9,340.0
5.0,3.0,4.0,2,1,9,229.99999999999997
5.0,3.0,4.0,2,1,9,220.00000000000003
5.0,4.0,4.0,2,1,9,210.0
20.0,5.0,6.0,2,1,9,825.0
20.0,6.0,6.0,2,1,9,749.0
5.0,3.0,4.0,2,1,9,210.0
5.0,3.0,4.0,2,1,9,220.00000000000003
20.0,5.0,6.0,2,1,9,660.0
5.0,4.0,5.0,2,1,9,195.0
5.0,3.0,4.0,2,1,9,270.0
11.0,5.0,7.0,2,1,9,400.0
10.0,5.0,6.0,2,1,9,360.0
5.0,4.0,4.0,2,1,9,225.0
10.0,4.0,5.0,2,1,9,595.0
5.0,3.0,4.0,2,1,9,123.0
5.0,3.0,4.0,2,1,9,190.0
20.0,5.0,6.0,2,1,9,900.0
20.0,5.0,6.0,2,1,9,880.0000000000001
10.0,4.0,5.0,2,1,9,670.0
5.0,4.0,5.0,2,1,9,165.0
5.0,3.0,3.0,2,1,9,135.0
5.0,4.0,5.0,2,1,9,260.0
5.0,4.0,4.0,2,1,9,180.0
5.0,3.0,4.0,2,1,9,235.0
5.0,3.0,4.0,2,1,9,229.99999999999997
20.0,5.0,6.0,2,1,9,700.0
